"","Z","element","transition","transition.keV","intensity","width.eV","edge","edge.keV","fluorescence.yield","shell.filled","subshell.filled","shell.source","subshell.source","Siegbahn","Siegbahn.short","IUPAC.formatted","Siegbahn.formatted","uid"
"1748",73,"Ta","L1N3",11.281,0.7,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","73-Ta-L1N3"
"1749",73,"Ta","L1O3",11.641,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","73-Ta-L1O3"
"1750",73,"Ta","L2N1",10.569,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","73-Ta-L2N1"
"1751",73,"Ta","L2O4",11.131,0.3,NA,"",NA,NA,"L","L2","O","O4","Lg6","Lg","$\mathrm{L}_2\mathrm{O}_4$","$\mathrm{L}\gamma_6$","73-Ta-L2O4"
"1752",73,"Ta","L2O1",11.065,0.1,NA,"",NA,NA,"L","L2","O","O1","Lg8","Lg","$\mathrm{L}_2\mathrm{O}_1$","$\mathrm{L}\gamma_8$","73-Ta-L2O1"
"1753",73,"Ta","L1N5",11.452,0,NA,"",NA,NA,"L","L1","N","N5","Lg11","Lg","$\mathrm{L}_1\mathrm{N}_5$","$\mathrm{L}\gamma_{11}$","73-Ta-L1N5"
"1754",73,"Ta","L3M1",7.173,5.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","73-Ta-L3M1"
"1755",73,"Ta","L2M1",8.428,1.8,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","73-Ta-L2M1"
"1756",73,"Ta","M5N7",1.71,100,NA,"",NA,NA,"M","M5","N","N7","Ma1","Ma","$\mathrm{M}_5\mathrm{N}_7$","$\mathrm{M}\alpha_1$","73-Ta-M5N7"
"1757",73,"Ta","M5N6",1.708,100,NA,"",NA,NA,"M","M5","N","N6","Ma2","Ma","$\mathrm{M}_5\mathrm{N}_6$","$\mathrm{M}\alpha_2$","73-Ta-M5N6"
"1758",73,"Ta","M4N6",1.765,45,NA,"",NA,NA,"M","M4","N","N6","Mb1","Mb","$\mathrm{M}_4\mathrm{N}_6$","$\mathrm{M}\beta_1$","73-Ta-M4N6"
"1759",73,"Ta","M3N5",1.964,3.6,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","73-Ta-M3N5"
"1760",73,"Ta","M4N2,3",1.331,16,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","73-Ta-M4N2,3"
"1761",73,"Ta","M5N3",1.331,8,NA,"",NA,NA,"M","M5","N","N3","Mz2","Mz","$\mathrm{M}_5\mathrm{N}_3$","$\mathrm{M}\zeta_2$","73-Ta-M5N3"
"1762",73,"Ta","M1N3",2.296,0.2,NA,"",NA,NA,"M","M1","N","N3","","","$\mathrm{M}_1\mathrm{N}_3$","","73-Ta-M1N3"
"1763",73,"Ta","M2N4",2.226,0.8,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","73-Ta-M2N4"
"1764",73,"Ta","M3N1",1.621,1,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","73-Ta-M3N1"
"1765",73,"Ta","M3N4",1.953,1.8,NA,"",NA,NA,"M","M3","N","N4","Mg2","Mg","$\mathrm{M}_3\mathrm{N}_4$","$\mathrm{M}\gamma_2$","73-Ta-M3N4"
"1766",73,"Ta","M3O5",2.186,0.7,NA,"",NA,NA,"M","M3","O","O5","","","$\mathrm{M}_3\mathrm{O}_5$","","73-Ta-M3O5"
"1767",73,"Ta","M4N3",1.391,4.5,NA,"",NA,NA,"M","M4","N","N3","","","$\mathrm{M}_4\mathrm{N}_3$","","73-Ta-M4N3"
"1768",73,"Ta","",NA,NA,NA,"K",67.416,0.957,"","","","","","","$\mathrm{K}$","","73-Ta-K"
"1769",73,"Ta","",NA,NA,NA,"L1",11.682,0.137,"","","","","","","$\mathrm{L}_1$","","73-Ta-L1"
"1770",73,"Ta","",NA,NA,NA,"L2",11.136,0.258,"","","","","","","$\mathrm{L}_2$","","73-Ta-L2"
"1771",73,"Ta","",NA,NA,NA,"L3",9.881,0.243,"","","","","","","$\mathrm{L}_3$","","73-Ta-L3"
"1772",73,"Ta","",NA,NA,NA,"M1",2.708,NA,"","","","","","","$\mathrm{M}_1$","","73-Ta-M1"
"1773",73,"Ta","",NA,NA,NA,"M2",2.469,NA,"","","","","","","$\mathrm{M}_2$","","73-Ta-M2"
"1774",73,"Ta","",NA,NA,NA,"M3",2.194,NA,"","","","","","","$\mathrm{M}_3$","","73-Ta-M3"
"1775",73,"Ta","",NA,NA,NA,"M4",1.793,NA,"","","","","","","$\mathrm{M}_4$","","73-Ta-M4"
"1776",73,"Ta","",NA,NA,NA,"M5",1.735,NA,"","","","","","","$\mathrm{M}_5$","","73-Ta-M5"
"1777",73,"Ta","",NA,NA,NA,"N1",0.563,NA,"","","","","","","$\mathrm{N}_1$","","73-Ta-N1"
"1778",74,"W","KL3",59.318,100,44.9,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","74-W-KL3"
"1779",74,"W","KL2",57.981,58.6,45.2,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","74-W-KL2"
"1780",74,"W","KM3",67.244,22.3,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","74-W-KM3"
"1781",74,"W","KN2,3",69.035,8.9,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","74-W-KN2,3"
"1782",74,"W","KM2",66.95,11.6,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","74-W-KM2"
"1783",74,"W","L3M5",8.398,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","74-W-L3M5"
"1784",74,"W","L3M4",8.335,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","74-W-L3M4"
"1785",74,"W","L2M4",9.672,66.4,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","74-W-L2M4"
"1786",74,"W","L3N5",9.96,21,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","74-W-L3N5"
"1787",74,"W","L1M3",9.819,2.8,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","74-W-L1M3"
"1788",74,"W","L1M2",9.525,2.2,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","74-W-L1M2"
"1789",74,"W","L3O4,5",10.2,0.8,NA,"",NA,NA,"L","L3","O","O4,5","Lb5","Lb","$\mathrm{L}_3\mathrm{O}_{4,5}$","$\mathrm{L}\beta_5$","74-W-L3O4,5"
"1790",74,"W","L3N1",9.613,1.3,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","74-W-L3N1"
"1791",74,"W","L3O1",10.129,0.2,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","74-W-L3O1"
"1792",74,"W","L1M5",10.296,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","74-W-L1M5"
"1793",74,"W","L1M4",10.235,0.1,NA,"",NA,NA,"L","L1","M","M4","Lb10","Lb","$\mathrm{L}_1\mathrm{M}_4$","$\mathrm{L}\beta_{10}$","74-W-L1M4"
"1794",74,"W","L2M3",9.265,0.1,NA,"",NA,NA,"L","L2","M","M3","Lb17","Lb","$\mathrm{L}_2\mathrm{M}_3$","$\mathrm{L}\beta_{17}$","74-W-L2M3"
"1795",74,"W","L2N4",11.288,13.1,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","74-W-L2N4"
"1796",74,"W","L1N2",11.61,0.6,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","74-W-L1N2"
"1797",74,"W","L1N3",11.676,0.7,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","74-W-L1N3"
"1798",74,"W","L1O3",12.059,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","74-W-L1O3"
"1799",74,"W","L2N1",10.945,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","74-W-L2N1"
"1800",74,"W","L2O4",11.539,0.5,NA,"",NA,NA,"L","L2","O","O4","Lg6","Lg","$\mathrm{L}_2\mathrm{O}_4$","$\mathrm{L}\gamma_6$","74-W-L2O4"
"1801",74,"W","L2O1",11.468,0.1,NA,"",NA,NA,"L","L2","O","O1","Lg8","Lg","$\mathrm{L}_2\mathrm{O}_1$","$\mathrm{L}\gamma_8$","74-W-L2O1"
"1802",74,"W","L1N5",11.851,0,NA,"",NA,NA,"L","L1","N","N5","Lg11","Lg","$\mathrm{L}_1\mathrm{N}_5$","$\mathrm{L}\gamma_{11}$","74-W-L1N5"
"1803",74,"W","L3M1",7.387,5.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","74-W-L3M1"
"1804",74,"W","L2M1",8.724,1.8,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","74-W-L2M1"
"1805",74,"W","M5N7",1.776,100,NA,"",NA,NA,"M","M5","N","N7","Ma1","Ma","$\mathrm{M}_5\mathrm{N}_7$","$\mathrm{M}\alpha_1$","74-W-M5N7"
"1806",74,"W","M5N6",1.773,100,NA,"",NA,NA,"M","M5","N","N6","Ma2","Ma","$\mathrm{M}_5\mathrm{N}_6$","$\mathrm{M}\alpha_2$","74-W-M5N6"
"1807",74,"W","M4N6",1.835,45,NA,"",NA,NA,"M","M4","N","N6","Mb1","Mb","$\mathrm{M}_4\mathrm{N}_6$","$\mathrm{M}\beta_1$","74-W-M4N6"
"1808",74,"W","M3N5",2.035,3.2,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","74-W-M3N5"
"1809",74,"W","M4N2,3",1.379,15.5,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","74-W-M4N2,3"
"1810",74,"W","M5N3",1.383,7.8,NA,"",NA,NA,"M","M5","N","N3","Mz2","Mz","$\mathrm{M}_5\mathrm{N}_3$","$\mathrm{M}\zeta_2$","74-W-M5N3"
"1811",74,"W","M1N3",2.397,0.2,NA,"",NA,NA,"M","M1","N","N3","","","$\mathrm{M}_1\mathrm{N}_3$","","74-W-M1N3"
"1812",74,"W","M2N4",2.314,0.8,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","74-W-M2N4"
"1813",74,"W","M3N1",1.68,1,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","74-W-M3N1"
"1814",74,"W","M3N4",2.021,1.6,NA,"",NA,NA,"M","M3","N","N4","Mg2","Mg","$\mathrm{M}_3\mathrm{N}_4$","$\mathrm{M}\gamma_2$","74-W-M3N4"
"1815",74,"W","M3O5",2.275,0.4,NA,"",NA,NA,"M","M3","O","O5","","","$\mathrm{M}_3\mathrm{O}_5$","","74-W-M3O5"
"1816",74,"W","M4N3",1.449,3.7,NA,"",NA,NA,"M","M4","N","N3","","","$\mathrm{M}_4\mathrm{N}_3$","","74-W-M4N3"
"1817",74,"W","",NA,NA,NA,"K",69.525,0.958,"","","","","","","$\mathrm{K}$","","74-W-K"
"1818",74,"W","",NA,NA,NA,"L1",12.1,0.147,"","","","","","","$\mathrm{L}_1$","","74-W-L1"
"1819",74,"W","",NA,NA,NA,"L2",11.544,0.27,"","","","","","","$\mathrm{L}_2$","","74-W-L2"
"1820",74,"W","",NA,NA,NA,"L3",10.207,0.255,"","","","","","","$\mathrm{L}_3$","","74-W-L3"
"1821",74,"W","",NA,NA,NA,"M1",2.82,NA,"","","","","","","$\mathrm{M}_1$","","74-W-M1"
"1822",74,"W","",NA,NA,NA,"M2",2.575,NA,"","","","","","","$\mathrm{M}_2$","","74-W-M2"
"1823",74,"W","",NA,NA,NA,"M3",2.281,NA,"","","","","","","$\mathrm{M}_3$","","74-W-M3"
"1824",74,"W","",NA,NA,NA,"M4",1.872,NA,"","","","","","","$\mathrm{M}_4$","","74-W-M4"
"1825",74,"W","",NA,NA,NA,"M5",1.809,NA,"","","","","","","$\mathrm{M}_5$","","74-W-M5"
"1826",74,"W","",NA,NA,NA,"N1",0.594,NA,"","","","","","","$\mathrm{N}_1$","","74-W-N1"
"1827",75,"Re","KL3",61.141,100,47.2,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","75-Re-KL3"
"1828",75,"Re","KL2",59.717,58.8,47.6,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","75-Re-KL2"
"1829",75,"Re","KM3",69.309,22.5,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","75-Re-KM3"
"1830",75,"Re","KN2,3",71.157,8.9,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","75-Re-KN2,3"
"1831",75,"Re","KM2",68.994,11.6,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","75-Re-KM2"
"1832",75,"Re","L3M5",8.652,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","75-Re-L3M5"
"1833",75,"Re","L3M4",8.586,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","75-Re-L3M4"
"1834",75,"Re","L2M4",10.01,66.1,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","75-Re-L2M4"
"1835",75,"Re","L3N5",10.274,21.1,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","75-Re-L3N5"
"1836",75,"Re","L1M3",10.16,2.6,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","75-Re-L1M3"
"1837",75,"Re","L1M2",9.845,2.1,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","75-Re-L1M2"
"1838",75,"Re","L3O4,5",10.532,1.1,NA,"",NA,NA,"L","L3","O","O4,5","Lb5","Lb","$\mathrm{L}_3\mathrm{O}_{4,5}$","$\mathrm{L}\beta_5$","75-Re-L3O4,5"
"1839",75,"Re","L3N1",9.91,1.3,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","75-Re-L3N1"
"1840",75,"Re","L3O1",10.453,0.2,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","75-Re-L3O1"
"1841",75,"Re","L1M5",10.652,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","75-Re-L1M5"
"1842",75,"Re","L1M4",10.585,0.1,NA,"",NA,NA,"L","L1","M","M4","Lb10","Lb","$\mathrm{L}_1\mathrm{M}_4$","$\mathrm{L}\beta_{10}$","75-Re-L1M4"
"1843",75,"Re","L2M3",9.593,0.1,NA,"",NA,NA,"L","L2","M","M3","Lb17","Lb","$\mathrm{L}_2\mathrm{M}_3$","$\mathrm{L}\beta_{17}$","75-Re-L2M3"
"1844",75,"Re","L2N4",11.685,13.2,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","75-Re-L2N4"
"1845",75,"Re","L1N2",12.008,0.5,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","75-Re-L1N2"
"1846",75,"Re","L1N3",12.08,0.7,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","75-Re-L1N3"
"1847",75,"Re","L1O3",12.487,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","75-Re-L1O3"
"1848",75,"Re","L2N1",11.329,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","75-Re-L2N1"
"1849",75,"Re","L2O4",11.956,0.7,NA,"",NA,NA,"L","L2","O","O4","Lg6","Lg","$\mathrm{L}_2\mathrm{O}_4$","$\mathrm{L}\gamma_6$","75-Re-L2O4"
"1850",75,"Re","L2O1",11.876,0.1,NA,"",NA,NA,"L","L2","O","O1","Lg8","Lg","$\mathrm{L}_2\mathrm{O}_1$","$\mathrm{L}\gamma_8$","75-Re-L2O1"
"1851",75,"Re","L1N5",12.261,0,NA,"",NA,NA,"L","L1","N","N5","Lg11","Lg","$\mathrm{L}_1\mathrm{N}_5$","$\mathrm{L}\gamma_{11}$","75-Re-L1N5"
"1852",75,"Re","L3M1",7.603,5.3,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","75-Re-L3M1"
"1853",75,"Re","L2M1",9.027,1.8,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","75-Re-L2M1"
"1854",75,"Re","M5N6,7",1.843,100,NA,"",NA,NA,"M","M5","N","N6,7","Ma1,2","Ma","$\mathrm{M}_5\mathrm{N}_{6,7}$","$\mathrm{M}\alpha_{1,2}$","75-Re-M5N6,7"
"1855",75,"Re","M4N6",1.906,45,NA,"",NA,NA,"M","M4","N","N6","Mb1","Mb","$\mathrm{M}_4\mathrm{N}_6$","$\mathrm{M}\beta_1$","75-Re-M4N6"
"1856",75,"Re","M3N5",2.107,2.8,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","75-Re-M3N5"
"1857",75,"Re","M4N2,3",1.437,14.5,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","75-Re-M4N2,3"
"1858",75,"Re","M5N3",1.432,7.3,NA,"",NA,NA,"M","M5","N","N3","Mz2","Mz","$\mathrm{M}_5\mathrm{N}_3$","$\mathrm{M}\zeta_2$","75-Re-M5N3"
"1859",75,"Re","M1N3",2.49,0.2,NA,"",NA,NA,"M","M1","N","N3","","","$\mathrm{M}_1\mathrm{N}_3$","","75-Re-M1N3"
"1860",75,"Re","M2N4",2.407,0.7,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","75-Re-M2N4"
"1861",75,"Re","M3N1",1.736,1,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","75-Re-M3N1"
"1862",75,"Re","M3N4",2.094,1.4,NA,"",NA,NA,"M","M3","N","N4","Mg2","Mg","$\mathrm{M}_3\mathrm{N}_4$","$\mathrm{M}\gamma_2$","75-Re-M3N4"
"1863",75,"Re","M4N3",1.503,3,NA,"",NA,NA,"M","M4","N","N3","","","$\mathrm{M}_4\mathrm{N}_3$","","75-Re-M4N3"
"1864",75,"Re","",NA,NA,NA,"K",71.676,0.959,"","","","","","","$\mathrm{K}$","","75-Re-K"
"1865",75,"Re","",NA,NA,NA,"L1",12.527,0.144,"","","","","","","$\mathrm{L}_1$","","75-Re-L1"
"1866",75,"Re","",NA,NA,NA,"L2",11.959,0.283,"","","","","","","$\mathrm{L}_2$","","75-Re-L2"
"1867",75,"Re","",NA,NA,NA,"L3",10.535,0.268,"","","","","","","$\mathrm{L}_3$","","75-Re-L3"
"1868",75,"Re","",NA,NA,NA,"M1",2.932,NA,"","","","","","","$\mathrm{M}_1$","","75-Re-M1"
"1869",75,"Re","",NA,NA,NA,"M2",2.682,NA,"","","","","","","$\mathrm{M}_2$","","75-Re-M2"
"1870",75,"Re","",NA,NA,NA,"M3",2.367,NA,"","","","","","","$\mathrm{M}_3$","","75-Re-M3"
"1871",75,"Re","",NA,NA,NA,"M4",1.949,NA,"","","","","","","$\mathrm{M}_4$","","75-Re-M4"
"1872",75,"Re","",NA,NA,NA,"M5",1.883,NA,"","","","","","","$\mathrm{M}_5$","","75-Re-M5"
"1873",75,"Re","",NA,NA,NA,"N1",0.625,NA,"","","","","","","$\mathrm{N}_1$","","75-Re-N1"
"1874",76,"Os","KL3",63,100,49.6,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","76-Os-KL3"
"1875",76,"Os","KL2",61.486,58.9,50,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","76-Os-KL2"
"1876",76,"Os","KM3",71.414,22.6,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","76-Os-KM3"
"1877",76,"Os","KN2,3",73.322,9,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","76-Os-KN2,3"
"1878",76,"Os","KM2",71.079,11.7,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","76-Os-KM2"
"1879",76,"Os","L3M5",8.911,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","76-Os-L3M5"
"1880",76,"Os","L3M4",8.84,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","76-Os-L3M4"
"1881",76,"Os","L2M4",10.354,65.5,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","76-Os-L2M4"
"1882",76,"Os","L3N5",10.599,19.2,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","76-Os-L3N5"
"1883",76,"Os","L1M3",10.511,2.2,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","76-Os-L1M3"
"1884",76,"Os","L1M2",10.176,1.8,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","76-Os-L1M2"
"1885",76,"Os","L3O4,5",10.871,1.4,NA,"",NA,NA,"L","L3","O","O4,5","Lb5","Lb","$\mathrm{L}_3\mathrm{O}_{4,5}$","$\mathrm{L}\beta_5$","76-Os-L3O4,5"
"1886",76,"Os","L3N1",10.213,1.3,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","76-Os-L3N1"
"1887",76,"Os","L3O1",10.787,0.2,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","76-Os-L3O1"
"1888",76,"Os","L1M5",11.008,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","76-Os-L1M5"
"1889",76,"Os","L1M4",10.938,0.1,NA,"",NA,NA,"L","L1","M","M4","Lb10","Lb","$\mathrm{L}_1\mathrm{M}_4$","$\mathrm{L}\beta_{10}$","76-Os-L1M4"
"1890",76,"Os","L3N4",10.582,2.1,NA,"",NA,NA,"L","L3","N","N4","Lb15","Lb","$\mathrm{L}_3\mathrm{N}_4$","$\mathrm{L}\beta_{15}$","76-Os-L3N4"
"1891",76,"Os","L2M3",9.927,0.1,NA,"",NA,NA,"L","L2","M","M3","Lb17","Lb","$\mathrm{L}_2\mathrm{M}_3$","$\mathrm{L}\beta_{17}$","76-Os-L2M3"
"1892",76,"Os","L2N4",12.092,13.2,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","76-Os-L2N4"
"1893",76,"Os","L1N2",12.419,0.5,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","76-Os-L1N2"
"1894",76,"Os","L1N3",14.497,0.6,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","76-Os-L1N3"
"1895",76,"Os","L1O3",12.917,0.2,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","76-Os-L1O3"
"1896",76,"Os","L2N1",11.723,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","76-Os-L2N1"
